"cluster","cluster.size","study","group"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3665997__gene_symbol__dus2l__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3704376__gene_symbol__piezo1__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3757329__gene_symbol__jup__meta-analysis","other"
183,305,"33784941_Antoun-E_birthweight","perinatal"
183,305,"33823916_Song-N_cancer_treatment__alkylating_agents__classic","age"
183,305,"33823916_Song-N_cancer_treatment__anti-metabolites","cancer"
183,305,"33823916_Song-N_cancer_treatment__antimetabolites_and_asparaginase_enzymes","cancer"
183,305,"33823916_Song-N_cancer_treatment__antimetabolites_and_vinca_alkaloids","cancer"
183,305,"33823916_Song-N_cancer_treatment__asparaginase_enzymes","cancer"
183,305,"33823916_Song-N_cancer_treatment__asparaginase_enzymes_and_corticosteroids","cancer"
183,305,"33823916_Song-N_cancer_treatment__asparaginase_enzymes_and_epipodophyllotoxins","cancer"
183,305,"33823916_Song-N_cancer_treatment__chest-rt","cancer"
183,305,"33823916_Song-N_cancer_treatment__chest-rt_and_abdomen-rt","cancer"
183,305,"33823916_Song-N_cancer_treatment__chest-rt_and_pelvis-rt","cancer"
183,305,"33823916_Song-N_cancer_treatment__pelvis-rt","cancer"
183,305,"Battram-T_3-hydroxybutyrate",NA
183,305,"Battram-T_acetoacetate",NA
183,305,"Battram-T_cholesterol_esters_to_total_lipids_ratio_in_chylomicrons_and_xxl_vldl",NA
183,305,"Battram-T_glucose",NA
183,305,"Battram-T_glucose_fasting",NA
183,305,"Battram-T_total_cholesterol_to_total_lipids_ratio_in_chylomicrons_and_xxl-vldl",NA
183,305,"Battram-T_triglycerides_to_total_lipids_ratio_in_chylomicrons_and_xxl-vldl",NA
183,305,"Rijlaarsdam-J_trajectories_of_social_communication_deficits_discovery_in_cord_blood",NA
183,305,"33550919_Huang-R_waist_circumfrence","anthropometric"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2822215__gene_symbol__pam__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3378183__gene_symbol__cd248__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2902326__gene_symbol__hcp5__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2903258__gene_symbol__hla-dqa2__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__4048241__gene_symbol__hla-drb5__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3432467__gene_symbol__oas3__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2607055__gene_symbol__pask__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3950452__gene_symbol__creld2__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3761291__gene_symbol__hoxb2__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3317253__gene_symbol__tspan32__meta-analysis","other"
183,305,"24014485_Petersen-A-K_m36776_7-alpha-hydroxy-3-oxo-4-cholestenoate_7-hoca_snps_as_covariates_model","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3319137__gene_symbol__ppfibp2__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3114832__gene_symbol__sqle__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2828520__gene_symbol__slc22a5__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2796484__gene_symbol__casp3__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3674146__gene_symbol__rpl13__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3695699__gene_symbol__atp6v0d1__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3757602__gene_symbol__dhx58__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2672096__gene_symbol__ccr1__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2439554__gene_symbol__aim2__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2539125__gene_symbol__cmpk2__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2398369__gene_symbol__croccp2__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2316245__gene_symbol__prkcz__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2844888__gene_symbol__btnl3__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3082181__gene_symbol__ncapg2__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3677248__gene_symbol__prss30p__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3717775__gene_symbol__cdk5r1__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3870824__gene_symbol__lair1__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3962530__gene_symbol__cyb5r3__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2894573__gene_symbol__gcnt2__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3753860__gene_symbol__ccl5__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2432714__gene_symbol__cd160__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2378121__gene_symbol__traf3ip3__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3703799__gene_symbol__loc100653213__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2857488__gene_symbol__ankrd55__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3966057__gene_symbol__chkb-cpt1b__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3757399__gene_symbol__nt5c3l__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3795866__gene_symbol__enosf1__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2702307__gene_symbol__ccnl1__meta-analysis","other"
183,305,"30931802_Neumeyer-S_estrogen_receptor_beta_expression_in_colorectal_cancer_high_vs_low_expression_replication",NA
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2891241__gene_symbol__dusp22__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__2841699__gene_symbol__cpeb4__meta-analysis","other"
183,305,"33752734_Yao-C_gene_expression_of_affymetrix_id__3421523__gene_symbol__yeats4__meta-analysis","other"
184,5,"32237968_Jones-GT_lipoprotein_a__levels_discovery","cardiometabolic"
184,5,"32237968_Jones-GT_lipoprotein_a__levels_replication",NA
184,5,"32343731_Coassin-S_lp_a__discovery_adjusted_for_ldl-c","cardiometabolic"
184,5,"32343731_Coassin-S_lp_a__discovery_and_replication","cardiometabolic"
184,5,"32343731_Coassin-S_lp_a__discovery_and_replication_adjusted_for_apo_a_",NA
185,1,"32327964_Soerensen-M_cognitive_function",NA
186,1,"32484729_Eze-Inkenna_aircraft_noise_polution",NA
187,1,"32484729_Eze-Inkenna_particulate_matter_air_pollution",NA
188,1,"32731254_Battram-T_smoking_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse147040__analysis_of_current_smokers_vs_never_smokers",NA
189,1,"33076993_Everson-TM_neonatal_morbidity_risk_score","other"
190,1,"33134824_Michaud-D_pancreatic_cancer",NA
191,1,"33173928_Yan-Q_atopic_asthma_meta-analysis",NA
192,1,"33173928_Yan-Q_childs_perceived_stress_scale",NA
193,1,"33173928_Yan-Q_exposure_to_violence",NA
194,2,"33178681_Smyth-LJ_diabetic_kidney_disease__dkd_","other"
194,2,"33178681_Smyth-LJ_diabetic_kidney_disease__dkd__end-stage_renal_disease_cases_only","age"
195,36,"24014485_Petersen-A-K_m02730_gamma-glutamylglutamine_no_snps_model","other"
195,36,"24014485_Petersen-A-K_m15964_arabitol_no_snps_model","other"
195,36,"24014485_Petersen-A-K_m15964_arabitol_snps_as_covariates_model","other"
195,36,"24014485_Petersen-A-K_m32198_acetylcarnitine_no_snps_model","other"
195,36,"24014485_Petersen-A-K_m32339_alanine_no_snps_model","other"
195,36,"24014485_Petersen-A-K_m32339_alanine_snps_as_covariates_model","other"
195,36,"24014485_Petersen-A-K_m32635_1-linoleoylglycerophosphoethanolamine__no_snps_model","other"
195,36,"24014485_Petersen-A-K_m32635_1-linoleoylglycerophosphoethanolamine__snps_as_covariates_model","other"
195,36,"24014485_Petersen-A-K_m33084_adsgegdfxaegggvr__no_snps_model","other"
195,36,"24603599_frontotemporal_dementia_dataset_2",NA
195,36,"25129077_alzheimers_disease_braak_stage_discovery_in_blood",NA
195,36,"26459776_Battram-T_graves__disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse71955","autoimmune"
195,36,"27982729_atmospheric_iron_concentration","diet_environment"
195,36,"27982729_atmospheric_nickel_concentration","diet_environment"
195,36,"28556291_prenatal_phthalate_exposure_13_weeks_gestation",NA
195,36,"28556291_prenatal_phthalate_exposure_26_weeks_gestation","perinatal"
195,36,"28556291_prenatal_phthalate_exposure_average_of_measurements_at_13_weeks_and_26_weeks_gestation",NA
195,36,"31992121_Mulder-R_bullying_meta_analysis","other"
195,36,"33227132_Elmar-WT_assisted_reproductive_technology__art__discovery","other"
195,36,"33227132_Elmar-WT_assisted_reproductive_technology__art__discovery_-_not_adjusting_for_cell_composition","other"
195,36,"33227132_Elmar-WT_assisted_reproductive_technology__art__sensitivity_analysis_-_full_adjustment_model",NA
195,36,"33227132_Elmar-WT_assisted_reproductive_technology__art__sensitivity_analysis_-_minimal_model","other"
195,36,"33227132_Elmar-WT_assisted_reproductive_technology__art__sensitivity_analysis_-_model_2",NA
195,36,"33227132_Elmar-WT_assisted_reproductive_technology__art__subgroup_without_the_children_conceived_via_a_frozen_conceptus","other"
195,36,"33227132_Elmar-WT_assisted_reproductive_technology__art__subgroup_without_the_children_for_which_a_blastocyst_was_placed_in_utero","perinatal"
195,36,"33413638_Gomez-Alonso-MDC_dhatofa_meta-analysis","other"
195,36,"33413638_Gomez-Alonso-MDC_dha_meta-analysis","other"
195,36,"33413638_Gomez-Alonso-MDC_faw3tofa_meta-analysis","other"
195,36,"33413638_Gomez-Alonso-MDC_faw3_meta-analysis","other"
195,36,"33528912_Mohammadnejad-A_cognitive_function_discovery_-_kinship_model",NA
195,36,"33752734_Yao-C_gene_expression_of_affymetrix_id__3375545__gene_symbol__fads1__meta-analysis","other"
195,36,"33752734_Yao-C_gene_expression_of_affymetrix_id__3592366__gene_symbol__spata5l1__meta-analysis","other"
195,36,"33752734_Yao-C_gene_expression_of_affymetrix_id__3826601__gene_symbol__znf493__meta-analysis","other"
195,36,"33752734_Yao-C_gene_expression_of_affymetrix_id__3622386__gene_symbol__gatm__meta-analysis","other"
195,36,"33752734_Yao-C_gene_expression_of_affymetrix_id__3826656__gene_symbol__znf429__meta-analysis","other"
195,36,"27982729_atmospheric_vanadium_concentration","diet_environment"
196,1,"33228781_Nene-N_cervicovaginal_microbiome_status_o-type_vs_l-type","other"
197,1,"33319642_Lin-Y_iga_nephropathy",NA
198,1,"33331245_Ronkainen-J_maternal_haemoglobin_levels_during_pregnancy_meta-analysis_at_age_16-17",NA
199,1,"33331245_Ronkainen-J_maternal_haemoglobin_levels_during_pregnancy_meta-analysis_at_age_4-7",NA
200,1,"33331245_Ronkainen-J_maternal_haemoglobin_levels_during_pregnancy_meta-analysis_at_birth",NA
201,1,"33356526_Starling-PS_maternal_serum_perfluorohexane_sulfonate__pfhxs__discovery",NA
202,1,"33371772_Kandaswamy_sever_adolescent_victimization_replication_epic",NA
203,1,"33396735_Mallisetty-Y_bottle_feeding_trait_measurement_exclusively_during_first_13_weeks_postnatally","perinatal"
204,1,"33396735_Mallisetty-Y_breast_feeding_trait_measurement_exclusively_during_first_13_weeks_postnatally",NA
205,3,"33420481_van-Dongen-J_aggressive_behaviour_fully_adjusted_meta-analysis_in_cord_blood",NA
205,3,"33420481_van-Dongen-J_aggressive_behaviour_meta-analysis_in_cord_blood",NA
205,3,"33752734_Yao-C_gene_expression_of_affymetrix_id__2720145__gene_symbol__lap3__meta-analysis","other"
206,5,"33431374_Jonsson-J_physical_activity_and_low-energy_diet_during_pregnancy_adjustment_only_for_sex_and_gestational_age","age"
206,5,"33431374_Jonsson-J_physical_activity_and_low-energy_diet_during_pregnancy_basic_model","perinatal"
206,5,"33431374_Jonsson-J_physical_activity_and_low-energy_diet_during_pregnancy_basic_model_without_gestational_weight_gain_adjustment","perinatal"
206,5,"33431374_Jonsson-J_physical_activity_and_low-energy_diet_during_pregnancy_basic_model_with_smoking_adjustment","smoking"
206,5,"33431374_Jonsson-J_physical_activity_and_low-energy_diet_during_pregnancy_basic_model_with_smoking_adjustment_and_without_gestational_weight_gain_adjustment","smoking"
207,4,"33436068_Robinson-N_rapid_weight_gain_in_first_12_months_of_life_discovery__adjusted_for_age__sex__batch_effects__isva_","age"
207,4,"33436068_Robinson-N_rapid_weight_gain_in_first_12_months_of_life_discovery__adjusted_for_age__sex__cell_composition__reference_based___batch_effects__isva_","age"
207,4,"33436068_Robinson-N_rapid_weight_gain_in_first_12_months_of_life_discovery___adjusted_for_age__sex__batch_effects__sva_","age"
207,4,"33436068_Robinson-N_rapid_weight_gain_in_first_12_months_of_life_discovery___adjusted_for_age__sex__cell_composition__reference_based___batch_effects__sva_",NA
208,4,"33436068_Robinson-N_rapid_weight_gain_in_first_12_months_of_life_follow_up__adjusted_for_age__sex__batch_effects__isva_",NA
208,4,"33436068_Robinson-N_rapid_weight_gain_in_first_12_months_of_life_follow_up__adjusted_for_age__sex__cell_composition__reference_based___batch_effects__isva_",NA
208,4,"33436068_Robinson-N_rapid_weight_gain_in_first_12_months_of_life_follow_up___adjusted_for_age__sex__batch_effects__sva_",NA
208,4,"33436068_Robinson-N_rapid_weight_gain_in_first_12_months_of_life_follow_up___adjusted_for_age__sex__cell_composition__reference_based___batch_effects__sva_",NA
209,4,"33517419_Sharp-G_maternal_body_mass_index_adjusted_for_paternal_bmi_using_whole_blood_in_childhood",NA
209,4,"33517419_Sharp-G_maternal_body_mass_index_adjusted_for_paternal_bmi_using_whole_blood_in_childhood_in_females_only",NA
209,4,"33517419_Sharp-G_maternal_body_mass_index_adjusted_for_paternal_bmi_using_whole_blood_in_childhood_in_males_only",NA
209,4,"33517419_Sharp-G_maternal_body_mass_index_unadjusted_for_paternal_bmi_using_whole_blood_in_childhood",NA
210,4,"33517419_Sharp-G_paternal_body_mass_index_adjusted_for_maternal_bmi_using_cord_blood",NA
210,4,"33517419_Sharp-G_paternal_body_mass_index_adjusted_for_maternal_bmi_using_cord_blood_in_females_only","anthropometric"
210,4,"33517419_Sharp-G_paternal_body_mass_index_adjusted_for_maternal_bmi_using_cord_blood_in_males_only",NA
210,4,"33517419_Sharp-G_paternal_body_mass_index_unadjusted_for_maternal_bmi_using_cord_blood",NA
211,4,"33517419_Sharp-G_paternal_body_mass_index_adjusted_for_maternal_bmi_using_whole_blood_in_childhood",NA
211,4,"33517419_Sharp-G_paternal_body_mass_index_adjusted_for_maternal_bmi_using_whole_blood_in_childhood_in_females_only",NA
211,4,"33517419_Sharp-G_paternal_body_mass_index_adjusted_for_maternal_bmi_using_whole_blood_in_childhood_in_males_only",NA
211,4,"33517419_Sharp-G_paternal_body_mass_index_unadjusted_for_maternal_bmi_using_whole_blood_in_childhood","anthropometric"
212,1,"33528912_Mohammadnejad-A_cognitive_function_discovery_-_generalized_correlation_coefficient__nonlinear_model_",NA
213,1,"33667780_Shu-C_death_from_opioid_overdose_discovery",NA
214,1,"33741061_Moccia-C_birthweight_discovery",NA
215,1,"33741061_Moccia-C_small_for_gestational_age__sga__discovery","age"
216,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2327482__gene_symbol__rcc1__meta-analysis","other"
217,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__2350922__gene_symbol__gstm4__meta-analysis","other"
217,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__2350952__gene_symbol__gstm2__meta-analysis","other"
217,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__2350981__gene_symbol__gstm1__meta-analysis","other"
217,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__2427208__gene_symbol__gstm3__meta-analysis","other"
218,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2363784__gene_symbol__hspa6__meta-analysis","other"
219,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2366422__gene_symbol__atp1b1__meta-analysis","other"
220,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2391647__gene_symbol__ssu72__meta-analysis","other"
221,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2414958__gene_symbol__tacstd2__meta-analysis","other"
222,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2441220__gene_symbol__sh2d1b__meta-analysis","other"
223,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2451693__gene_symbol__fmod__meta-analysis","other"
224,2,"31282290_Huan-T_mir-26b-5p",NA
224,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2528093__gene_symbol__cyp27a1__meta-analysis","other"
225,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2669979__gene_symbol__cx3cr1__meta-analysis","other"
226,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2707824__gene_symbol__mccc1__meta-analysis","other"
227,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2759582__gene_symbol__afap1__meta-analysis","other"
228,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2893392__gene_symbol__ly86__meta-analysis","other"
229,8,"29084233_Mandaviya-PR_homocysteine_grs_meta-analysis","other"
229,8,"29084233_Mandaviya-PR_homocysteine__mthfr_677c_t__meta-analysis","other"
229,8,"33752734_Yao-C_gene_expression_of_affymetrix_id__2899298__gene_symbol__btn3a2__meta-analysis","other"
229,8,"33752734_Yao-C_gene_expression_of_affymetrix_id__2899333__gene_symbol__btn3a2__meta-analysis","other"
229,8,"33752734_Yao-C_gene_expression_of_affymetrix_id__2899340__gene_symbol__btn2a2__meta-analysis","other"
229,8,"33752734_Yao-C_gene_expression_of_affymetrix_id__2899372__gene_symbol__btn3a1__meta-analysis","other"
229,8,"33752734_Yao-C_gene_expression_of_affymetrix_id__2320619__gene_symbol__mfn2__meta-analysis","other"
229,8,"33752734_Yao-C_gene_expression_of_affymetrix_id__2899413__gene_symbol__btn3a3__meta-analysis","other"
230,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3015442__gene_symbol__pilrb__meta-analysis","other"
231,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3104323__gene_symbol__zc2hc1a__meta-analysis","other"
232,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3326400__gene_symbol__cat__meta-analysis","other"
233,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3335697__gene_symbol__ctsw__meta-analysis","other"
234,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3353335__gene_symbol__ubash3b__meta-analysis","other"
235,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3393744__gene_symbol__cd3d__meta-analysis","other"
236,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3513856__gene_symbol__ebpl__meta-analysis","other"
237,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3558270__gene_symbol__cbln3__meta-analysis","other"
238,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3578152__gene_symbol__tcl1a__meta-analysis","other"
239,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3630701__gene_symbol__cln6__meta-analysis","other"
240,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3653042__gene_symbol__dctn5__meta-analysis","other"
241,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3657041__gene_symbol__itgad__meta-analysis","other"
242,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3662808__gene_symbol__gpr56__meta-analysis","other"
243,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3678147__gene_symbol__nmral1__meta-analysis","other"
244,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3705412__gene_symbol__c17orf97__meta-analysis","other"
245,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3739668__gene_symbol__vps53__meta-analysis","other"
245,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3739679__gene_symbol__vps53__meta-analysis","other"
246,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__3712517__gene_symbol__nt5m__meta-analysis","other"
246,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__3747638__gene_symbol__pld6__meta-analysis","other"
246,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__3747657__gene_symbol__flcn__meta-analysis","other"
246,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__3747717__gene_symbol__cops3__meta-analysis","other"
247,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3833827__gene_symbol__egln2__meta-analysis","other"
248,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3920850__gene_symbol__kcnj15__meta-analysis","other"
249,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3924144__gene_symbol__col18a1__meta-analysis","other"
250,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3924674__gene_symbol__dip2a__meta-analysis","other"
250,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3924783__gene_symbol__prmt2__meta-analysis","other"
251,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3944922__gene_symbol__triobp__meta-analysis","other"
252,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3965102__gene_symbol__c22orf34__meta-analysis","other"
253,1,"Battram-T_17_-hydroxyprogesterone__17ohp_",NA
254,1,"Battram-T_acetate","other"
255,1,"Battram-T_arterial_distensibility",NA
256,1,"Battram-T_citrate",NA
257,1,"Battram-T_common_carotid_intima-media_thickness",NA
258,1,"Battram-T_creatinine",NA
259,1,"Battram-T_ctx_fasting",NA
260,1,"Battram-T_head_area",NA
261,1,"Battram-T_hip_bone_strength",NA
262,3,"33752734_Yao-C_gene_expression_of_affymetrix_id__3761313__gene_symbol__hoxb3__meta-analysis","other"
262,3,"Battram-T_hip_cortical_ratio_calcar",NA
262,3,"Battram-T_hip_cortical_width_calcar",NA
263,143,"33752734_Yao-C_gene_expression_of_affymetrix_id__2610241__gene_symbol__fancd2__meta-analysis","other"
263,143,"33752734_Yao-C_gene_expression_of_affymetrix_id__3402506__gene_symbol__cd27__meta-analysis","other"
263,143,"33752734_Yao-C_gene_expression_of_affymetrix_id__3815014__gene_symbol__bsg__meta-analysis","other"
263,143,"33752734_Yao-C_gene_expression_of_affymetrix_id__3834502__gene_symbol__cd79a__meta-analysis","other"
263,143,"Battram-T_22_6_docosahexaenoic_acid",NA
263,143,"Battram-T_alanine",NA
263,143,"Battram-T_android_bone_mass",NA
263,143,"Battram-T_android_fat_free_mass",NA
263,143,"Battram-T_android_fat_mass","anthropometric"
263,143,"Battram-T_android_lean_mass",NA
263,143,"Battram-T_android_region_fat","anthropometric"
263,143,"Battram-T_android_tissue_fat","tissue"
263,143,"Battram-T_android_tissue_mass","tissue"
263,143,"Battram-T_android_total_mass","anthropometric"
263,143,"Battram-T_apolipoprotein_a-i",NA
263,143,"Battram-T_arms_tissue_mass",NA
263,143,"Battram-T_arm_area",NA
263,143,"Battram-T_arm_bone_mass",NA
263,143,"Battram-T_arm_bone_mineral_content",NA
263,143,"Battram-T_arm_bone_mineral_density",NA
263,143,"Battram-T_arm_circumference","anthropometric"
263,143,"Battram-T_arm_fat_free_mass",NA
263,143,"Battram-T_arm_fat_mass",NA
263,143,"Battram-T_arm_lean_mass",NA
263,143,"Battram-T_arm_region_fat","anthropometric"
263,143,"Battram-T_arm_tissue_fat","tissue"
263,143,"Battram-T_arm_total_mass",NA
263,143,"Battram-T_body_mass_index","anthropometric"
263,143,"Battram-T_c-reactive_protein","cardiometabolic"
263,143,"Battram-T_cholesterol_esters_in_large_hdl","cardiometabolic"
263,143,"Battram-T_cholesterol_esters_in_very_large_hdl",NA
263,143,"Battram-T_concentration_of_large_hdl_particles","cardiometabolic"
263,143,"Battram-T_concentration_of_very_large_hdl_particles","cardiometabolic"
263,143,"Battram-T_cross_sectional_moment_of_inertia__hip_measurement_",NA
263,143,"Battram-T_free_cholesterol_in_large_hdl","cardiometabolic"
263,143,"Battram-T_free_cholesterol_in_very_large_hdl",NA
263,143,"Battram-T_free_cholesterol_to_total_lipids_ratio_in_medium_hdl",NA
263,143,"Battram-T_free_cholesterol_to_total_lipids_ratio_in_small_vldl",NA
263,143,"Battram-T_gynoid_bone_mass",NA
263,143,"Battram-T_gynoid_fat_free_mass",NA
263,143,"Battram-T_gynoid_fat_mass",NA
263,143,"Battram-T_gynoid_lean_mass",NA
263,143,"Battram-T_gynoid_region_fat",NA
263,143,"Battram-T_gynoid_tissue_fat",NA
263,143,"Battram-T_gynoid_tissue_mass",NA
263,143,"Battram-T_gynoid_total_mass",NA
263,143,"Battram-T_hdl_cholesterol_fasting","cardiometabolic"
263,143,"Battram-T_head_bone_mineral_content",NA
263,143,"Battram-T_head_bone_mineral_density",NA
263,143,"Battram-T_head_circumference",NA
263,143,"Battram-T_hip_bone_cross_sectional_area",NA
263,143,"Battram-T_hip_circumference","anthropometric"
263,143,"Battram-T_hip_cortical_ratio_shaft",NA
263,143,"Battram-T_hip_cortical_width_shaft",NA
263,143,"Battram-T_hip_lower_neck_bone_mineral_content",NA
263,143,"Battram-T_hip_lower_neck_bone_mineral_density",NA
263,143,"Battram-T_hip_neck_bone_mineral_content",NA
263,143,"Battram-T_hip_neck_bone_mineral_density",NA
263,143,"Battram-T_hip_neck_t_score",NA
263,143,"Battram-T_hip_neck_z_score",NA
263,143,"Battram-T_hip_shaft_bone_mineral_content",NA
263,143,"Battram-T_hip_shaft_bone_mineral_density",NA
263,143,"Battram-T_hip_total_bone_mineral_content",NA
263,143,"Battram-T_hip_total_bone_mineral_density",NA
263,143,"Battram-T_hip_total_t_score",NA
263,143,"Battram-T_hip_total_z_score",NA
263,143,"Battram-T_hip_trochanter_bone_mineral_content",NA
263,143,"Battram-T_hip_trochanter_bone_mineral_density",NA
263,143,"Battram-T_hip_trochanter_t_score",NA
263,143,"Battram-T_hip_trochanter_z_score",NA
263,143,"Battram-T_hip_upper_neck_bone_mineral_content",NA
263,143,"Battram-T_hip_upper_neck_bone_mineral_density",NA
263,143,"Battram-T_hip_upper_neck_t_score",NA
263,143,"Battram-T_hip_upper_neck_z_score",NA
263,143,"Battram-T_hip_ward_s_triangle_bone_mineral_content",NA
263,143,"Battram-T_hip_ward_s_triangle_bone_mineral_density",NA
263,143,"Battram-T_hip_ward_s_triangle_t_score",NA
263,143,"Battram-T_hip_ward_s_triangle_z_score",NA
263,143,"Battram-T_insulin","cardiometabolic"
263,143,"Battram-T_insulin_fasting","cardiometabolic"
263,143,"Battram-T_leg_area",NA
263,143,"Battram-T_leg_bone_mass","anthropometric"
263,143,"Battram-T_leg_bone_mineral_content","anthropometric"
263,143,"Battram-T_leg_bone_mineral_density",NA
263,143,"Battram-T_leg_fat_free_mass",NA
263,143,"Battram-T_leg_fat_mass",NA
263,143,"Battram-T_leg_lean_mass",NA
263,143,"Battram-T_leg_region_fat",NA
263,143,"Battram-T_leg_tissue_fat",NA
263,143,"Battram-T_leg_tissue_mass",NA
